categories_list,FinanceSub,CapitalSub,ProcurementSub,LegalSub,ManufacturingSub,MarketingSub,MentoringSub,NetworkingSub,PlanningSub,RDSub,RegulatorySub,SpaceSub,HRSub,industries_list,communities_list
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Government Requirements,Lease Review,Registration, Licenses, & Permits,State and Federal Tax Training and Registration","","Competitive Analysis,E-Commerce/Internet Marketing,Feasibility Studies,Market Research,Obtaining Corporate Contracts,Selling to Foreign Governments and Businesses,Subcontracting Opportunities,Trade Education and Training,Website Development","One-to-One Counseling,Peer Mentoring","Industry Specific,Networking/Exploring Exporting","","","","","","Biosciences Services and Manufacturing,Construction,Information Technology,Manufacturing,Not for Profit,Professional Services,Real Estate,Retail,Tourism,Transportation & Warehousing,Wholesale","African American,Hispanic,Immigrant,LGBTQ"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Environmental Compliance,Government Requirements,State and Federal Tax Training and Registration,Tax Credits","","Bid Matching and Preparation,Call Center Services,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,Market Research,Obtaining Corporate Contracts,Student Research/Marketing Projects,Subcontracting Opportunities,Trade Education and Training,Website Development","Formal Mentoring Programs,Peer Mentoring","","","","","","","Fiance & Insurance,Information Technology,Management,Manufacturing,Not for Profit,Professional Services,Restaurant & Hotel","Hispanic,Other,Veteran"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Insurance Requirements,Registration, Licenses, & Permits,State and Federal Tax Training and Registration","","Call Center Services,Competitive Analysis,Graphic Design,HUBZone Certification,Locating Foreign Distributors,Market Plan Development and Training,Website Development","One-to-One Counseling,Peer Mentoring","Geographically Based,Industry Specific","","","","","","Energy & Utilities,High Tech Services & Manufacturing,Management,Personal Services,Real Estate,Tourism,Wholesale","Immigrant,LGBTQ,Woman"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Forming a Business,International Regulatory Compliance,State and Federal Tax Training and Registration","","E-Commerce/Internet Marketing,HUBZone Certification,Identification/Research of Foreign Markets,Selling to Foreign Governments and Businesses,Trade Education and Training","",Demographically Based,"","","","","","Agriculture,Arts,Biosciences Services and Manufacturing,Education,Health & Childcare,Information Technology,Manufacturing,Not for Profit,Tourism","African American,Hispanic,Other"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Insurance Requirements,International Regulatory Compliance,Lease Review,Patent, Trademark, & Copyright Information,Registration, Licenses, & Permits,State and Federal Tax Training and Registration","","Feasibility Studies,Graphic Design,International Trade Training,Locating Foreign Distributors,Obtaining Government Contracts,Selling to Foreign Governments and Businesses,Subcontracting Opportunities","","Industry Specific,Small Business/General","","","","","","Construction,Manufacturing,Real Estate,Restaurant & Hotel,Transportation & Warehousing","African American,Hispanic"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","",State and Federal Tax Training and Registration,"","E-Commerce/Internet Marketing,HUBZone Certification,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,Locating Foreign Distributors,Networking/Exploring Exporting,Obtaining Corporate Contracts,Selling to Foreign Governments and Businesses,Subcontracting Opportunities","Formal Mentoring Programs,Peer Mentoring","Geographically Based,Networking/Exploring Exporting","","","","","","Education,Manufacturing,Not for Profit","African American,Asian,Immigrant,Veteran,Woman,Ex-Convict,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Lease Review,State and Federal Tax Training and Registration","","Call Center Services,Competitive Analysis,Feasibility Studies,Import/Export Certification and Licensing,Market Research,Selling to Foreign Governments and Businesses",One-to-One Counseling,"Demographically Based,Geographically Based","","","","","","Agriculture,Health & Childcare,Information Technology,Manufacturing,Other Services,Real Estate,Restaurant & Hotel,Wholesale",""
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Government Requirements,Tax Credits","","Competitive Analysis,E-Commerce/Internet Marketing,Feasibility Studies,International Trade Training,Locating Foreign Distributors,Market Research,Obtaining Government Contracts,Subcontracting Opportunities","","Demographically Based,Geographically Based,Industry Specific,Networking/Exploring Exporting,Small Business/General","","","","","","Agriculture,Arts,Energy & Utilities,Personal Services,Real Estate,Tourism,Wholesale","Hispanic,Immigrant,Other,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","",Insurance Requirements,"","Bid Matching and Preparation,Call Center Services,Selling to Foreign Governments and Businesses,Student Research/Marketing Projects","",Industry Specific,"","","","","","Manufacturing,Personal Services,Wholesale","African American,Veteran,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,State and Federal Tax Training and Registration,Tax Credits","","Bid Matching and Preparation,Call Center Services,Competitive Analysis,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,Market Research,Selling to Foreign Governments and Businesses,Trade Education and Training,Website Development","Formal Mentoring Programs,One-to-One Counseling","Demographically Based,Industry Specific","","","","","","Arts,Biosciences Services and Manufacturing,Construction,Energy & Utilities,Fiance & Insurance,Information Technology,Management,Not for Profit,Other Services,Restaurant & Hotel,Wholesale",Woman
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Insurance Requirements,International Regulatory Compliance,Registration, Licenses, & Permits,State and Federal Tax Training and Registration","","Bid Matching and Preparation,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,International Trade Training,Obtaining Corporate Contracts,Obtaining Government Contracts,Website Development",Peer Mentoring,"Industry Specific,Small Business/General","","","","","","Fiance & Insurance,Management,Not for Profit,Personal Services,Real Estate,Tourism,Wholesale","Immigrant,Native American,Veteran,Ex-Convict"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Forming a Business,International Regulatory Compliance,Registration, Licenses, & Permits,State and Federal Tax Training and Registration,Tax Credits","","Feasibility Studies,HUBZone Certification,Locating Foreign Distributors,Selling to Foreign Governments and Businesses,Student Research/Marketing Projects","One-to-One Counseling,Peer Mentoring",Geographically Based,"","","","","","Information Technology,Not for Profit,Other Services,Retail,Transportation & Warehousing,Wholesale","Native American,Veteran,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Forming a Business,International Regulatory Compliance,Registration, Licenses, & Permits,Tax Credits","","Bid Matching and Preparation,Call Center Services,Competitive Analysis,Feasibility Studies,HUBZone Certification,Obtaining Corporate Contracts","Formal Mentoring Programs,One-to-One Counseling","Geographically Based,Industry Specific","","","","","","Construction,Education,Wholesale","African American,Asian,Hispanic,Immigrant,Native American,Other,Veteran"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Forming a Business,Government Requirements,Lease Review,Patent, Trademark, & Copyright Information,State and Federal Tax Training and Registration","","Bid Matching and Preparation,E-Commerce/Internet Marketing,Feasibility Studies,Market Research,Obtaining Government Contracts,Student Research/Marketing Projects",One-to-One Counseling,Networking/Exploring Exporting,"","","","","","Health & Childcare,Manufacturing,Not for Profit,Restaurant & Hotel,Retail","Immigrant,Veteran,Woman"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Government Requirements,Tax Credits","","Bid Matching and Preparation,Identification/Research of Foreign Markets,International Trade Training,Locating Foreign Distributors,Market Research,Networking/Exploring Exporting,Obtaining Corporate Contracts,Trade Education and Training","","Industry Specific,Networking/Exploring Exporting,Small Business/General","","","","","","Management,Manufacturing,Not for Profit,Retail,Tourism","Asian,Hispanic,LGBTQ,Veteran"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Forming a Business,State and Federal Tax Training and Registration","","Call Center Services,E-Commerce/Internet Marketing,Locating Foreign Distributors,Obtaining Corporate Contracts,Student Research/Marketing Projects,Website Development",One-to-One Counseling,Geographically Based,"","","","","","Information Technology,Management,Restaurant & Hotel,Retail,Tourism,Wholesale","African American,Woman"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","","","Locating Foreign Distributors,Networking/Exploring Exporting,Selling to Foreign Governments and Businesses,Student Research/Marketing Projects,Website Development",Formal Mentoring Programs,Industry Specific,"","","","","","Agriculture,Arts,Construction,Energy & Utilities,Health & Childcare,High Tech Services & Manufacturing,Management,Not for Profit,Real Estate","African American,Asian,LGBTQ,Veteran"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","",International Regulatory Compliance,"","Graphic Design,HUBZone Certification,Locating Foreign Distributors,Selling to Foreign Governments and Businesses,Website Development",Formal Mentoring Programs,Industry Specific,"","","","","","Biosciences Services and Manufacturing,Construction,Health & Childcare,Information Technology,Management,Manufacturing,Other Services,Professional Services,Real Estate,Transportation & Warehousing","African American,Hispanic,Native American,Veteran"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Forming a Business,Insurance Requirements,Lease Review,Patent, Trademark, & Copyright Information","","E-Commerce/Internet Marketing,Market Plan Development and Training,Networking/Exploring Exporting,Obtaining Government Contracts,Subcontracting Opportunities,Trade Education and Training",Peer Mentoring,Geographically Based,"","","","","","Arts,Fiance & Insurance,High Tech Services & Manufacturing,Not for Profit,Other Services,Retail,Tourism,Wholesale","African American,LGBTQ,Veteran"
